scenario_ids,gt_critical_continuous_individual,gt_critical_continuous_interaction,gt_critical_continuous_safeshift
1645cb8da0e716e9.pkl,12.114,38.908,25.511
5a9cf9330d9a4070.pkl,1.835,1.021,1.428
9c51377e3cb66bbc.pkl,7.451,12.652,10.051
e13490c94c5f3036.pkl,2.565,2.366,2.466
b6887b66b8edc685.pkl,3.33,8.037,5.683
7315f30e53944648.pkl,13.317,13.425,13.371
b40738bc5aba977d.pkl,4.004,23.496,13.75
6f78b0a935b77d0e.pkl,9.444,2.052,5.748
42c5420ee73ac40b.pkl,7.096,22.979,15.037
b3693140427fa6d7.pkl,7.469,49.917,28.693
4d791b59d12ec49c.pkl,4.035,12.49,8.262
4500b15a7c9d2284.pkl,8.206,20.335,14.271
99f787dd7b8229b0.pkl,13.923,14.035,13.979
7a89ba46e04db594.pkl,4.53,8.81,6.67
778ba5e6e4d541c.pkl,12.92,45.514,29.217
aeaee02018bf90e7.pkl,2.101,6.192,4.146
3bacaffd3737b8a0.pkl,1.323,0.082,0.702
6e8981e2f1dee650.pkl,2.95,2.666,2.808
dac92ed156311fb7.pkl,5.072,43.908,24.49
6a4999a4c64eb47b.pkl,3.042,8.301,5.672
29d16c9572e210.pkl,4.142,22.396,13.269
5828e3471cfe6735.pkl,8.981,32.312,20.646
b1845c36bc744429.pkl,10.677,24.248,17.463
67c09e05e7ab638.pkl,15.088,14.308,14.698
36223cbc13983e6d.pkl,3.454,6.095,4.775
4f0984d33fcc4c1c.pkl,5.318,0.751,3.035
d022deef219d4e1c.pkl,5.027,11.807,8.417
bf2c87c1fc008edf.pkl,2.963,1.77,2.366
bc7502ac620de6b5.pkl,14.53,20.376,17.453
bdf11652a79b000e.pkl,14.612,51.724,33.168
f532fe2b9ce8c0df.pkl,12.338,24.381,18.36
acccd66dd1bfa766.pkl,7.146,15.13,11.138
ae626e380e722f89.pkl,3.086,7.784,5.435
1e30ce55f00eef8.pkl,2.679,9.805,6.242
16e2f453527d5467.pkl,5.886,5.981,5.933
25968de83870d996.pkl,9.279,15.569,12.424
70198eed142da45a.pkl,7.893,32.421,20.157
ef09786f7ae18068.pkl,17.682,18.438,18.06
6174af430ad121ed.pkl,9.207,42.267,25.737
ac6edf0a1d11e957.pkl,9.038,21.179,15.109
d28a77d98e6edb0d.pkl,14.343,96.062,55.202
5936f496af548aa3.pkl,9.881,36.078,22.98
8e8f763a2fdff4e0.pkl,7.76,2.688,5.224
c930c97bce2b5929.pkl,8.487,99.308,53.898
bb33d73040187c42.pkl,11.297,32.282,21.789
80442951a23e039.pkl,6.83,4.895,5.862
f75c1575608aad9c.pkl,14.965,92.803,53.884
5bd828f301c8f574.pkl,1.632,3.985,2.808
67a63dcbaf041d7f.pkl,4.736,9.489,7.112
6ebc29227b9ee49b.pkl,6.191,2.241,4.216
a0e16b8723271d39.pkl,7.822,16.06,11.941
b7e1cd73ccf0f1b7.pkl,4.335,2.328,3.331
8fe9b0d556239fe7.pkl,2.334,1.179,1.756
c08893c2b08bd35.pkl,11.544,68.46,40.002
2826a21aa5444ad2.pkl,11.692,27.924,19.808
4ce0b0dcc242bc7.pkl,4.739,2.687,3.713
7bda9f165d2aee04.pkl,4.162,4.043,4.102
882566235aa3252.pkl,18.531,31.802,25.166
4026a940b4746f08.pkl,8.537,13.945,11.241
dd0ccb04bce9bb81.pkl,10.555,40.073,25.314
4db46791757df1b1.pkl,5.007,6.961,5.984
71bee0f419a7001.pkl,14.526,60.092,37.309
9908668ccfd7695c.pkl,10.54,21.127,15.834
bc3c2aa6f879c1d2.pkl,2.994,11.53,7.262
73deee3e93efd091.pkl,6.842,9.785,8.313
6696fd2cbf364b13.pkl,16.747,32.923,24.835
bd422ce66d4a75a7.pkl,7.282,19.079,13.181
c015d42027bb42af.pkl,20.624,92.889,56.757
76d9c617da300de6.pkl,7.137,6.137,6.637
5bc9d677c33b1e54.pkl,5.125,10.41,7.767
8391619fc5a58dbf.pkl,8.037,5.981,7.009
4253bceb1c0058d5.pkl,9.612,44.516,27.064
d99d8a33b0e7db04.pkl,8.324,10.062,9.193
c77f9bf0f4d90179.pkl,9.763,55.435,32.599
7bce6242ef6578d2.pkl,7.561,7.599,7.58
ba7fb3663f2dc99c.pkl,12.571,100.493,56.532
12268ab049dfaa98.pkl,6.421,10.711,8.566
48bde9cca82316c7.pkl,4.247,23.281,13.764
71dd805eb392983b.pkl,7.456,11.819,9.638
a8816ee038e051c5.pkl,7.978,26.464,17.221
12f570aad82d02fd.pkl,3.201,5.639,4.42
9a0924dd9ae39332.pkl,2.246,2.866,2.556
8ac89c51d43c5813.pkl,7.598,16.655,12.126
eb95f64bf0650c2.pkl,6.689,49.362,28.025
ce3f16e31b3bdec0.pkl,8.512,17.053,12.782
2b66314c270d3365.pkl,5.38,7.387,6.383
f65861586534545f.pkl,10.338,38.42,24.379
6be5644116a40f69.pkl,2.026,6.702,4.364
9eb445b233ebbe80.pkl,1.298,1.809,1.553
9384de1134ab2756.pkl,8.817,27.707,18.262
52d1ea7ee711fc50.pkl,13.101,33.857,23.479
c2fd49655d779b46.pkl,9.133,17.595,13.364
474918a60a34608.pkl,9.331,41.997,25.664
268e82d8c3e78466.pkl,8.291,21.147,14.719
ad0566536c42f03b.pkl,2.145,8.81,5.478
6c62026c34d01a9e.pkl,2.432,3.265,2.848
d1b2700dc9e4c426.pkl,16.321,55.38,35.851
b2ed00d6ce570d6d.pkl,12.138,43.68,27.909
385151c7c4d441b3.pkl,13.443,58.925,36.184
a776572e48147637.pkl,8.252,29.377,18.815
10ba74fa0c641c31.pkl,2.678,9.023,5.85
e74e08d7bc269d9c.pkl,8.601,80.027,44.314
d5f68deb1a86e55c.pkl,7.972,13.476,10.724
316c54265b838347.pkl,7.945,23.157,15.551
14decf1141147477.pkl,5.996,6.307,6.152
d6649c4bd693ba82.pkl,10.192,28.141,19.167
5e5bbb1c280681ab.pkl,6.832,4.606,5.719
832374d72b4c8da8.pkl,6.353,16.361,11.357
87bdeba86409aca4.pkl,13.292,39.515,26.403
6a4c67643c2700bc.pkl,3.522,8.941,6.231
9784ef4981912750.pkl,7.851,24.872,16.361
4788fe18335166c6.pkl,12.557,45.18,28.869
241c7697234ad687.pkl,10.014,42.344,26.179
4c7857e29f0eecad.pkl,3.047,4.888,3.967
b26dfd0294924d04.pkl,5.929,11.19,8.56
345e28b7982e861b.pkl,9.977,35.465,22.721
d4e23d4d41dd0505.pkl,7.686,5.77,6.728
3fa90a59b79a99cf.pkl,4.784,6.967,5.876
6ede814f0a4cf83d.pkl,2.643,2.752,2.697
75cd139a84c206f6.pkl,10.372,34.184,22.278
e64b207dc9c71127.pkl,12.162,28.448,20.305
d4a594ed87345828.pkl,6.905,6.88,6.892
b468269706a8a23a.pkl,8.952,24.629,16.79
7a747b8954267fd6.pkl,4.115,8.744,6.429
aa4f2f223892f9aa.pkl,15.065,8.43,11.747
c3b3849d1bc64966.pkl,18.413,32.709,25.561
222f4391bac05212.pkl,7.852,13.717,10.785
61a9ea0e4abf4c82.pkl,9.188,25.296,17.242
6c671f0f3fe72528.pkl,5.927,9.758,7.843
d64d44c7fa9c84bb.pkl,4.568,33.874,19.221
b7d9e5edcf236b6b.pkl,8.927,50.11,29.519
1628c9235d589046.pkl,8.99,31.826,20.408
e230f7c4c6fd6b96.pkl,16.68,23.414,20.047
35bc7b6ecc14fe21.pkl,17.472,87.996,52.734
10b2748301a39aa.pkl,3.116,3.084,3.1
9461e07b91066e3d.pkl,6.289,11.722,9.005
fc0bfd80e40e4f61.pkl,13.739,28.307,21.023
1492befc8cd5b7cd.pkl,6.952,74.743,40.847
8a09f18ab16c4dd7.pkl,2.481,5.143,3.812
ab7e507b435192dc.pkl,15.315,51.922,33.618
a5740669cea6d944.pkl,16.099,28.554,22.326
9bdd607c78a18987.pkl,3.371,1.833,2.602
6eb342f53e554b28.pkl,11.355,14.092,12.723
ddef2ddd0514de2f.pkl,17.704,33.883,25.794
e61cb457bfbff37b.pkl,7.969,16.189,12.079
21d2042fda31babb.pkl,1.987,4.961,3.474
61c7984ccd22e503.pkl,6.097,16.925,11.511
fd89c8173cb67a1d.pkl,9.889,25.191,17.54
13bf5c4f26f543e.pkl,3.443,3.908,3.676
ddd9bdaa4407ad2b.pkl,10.514,37.575,24.045
c69b20e74ea6c1b.pkl,10.613,15.061,12.837
45a1d415ad313f56.pkl,17.726,31.511,24.618
7ab5d0461bd9933a.pkl,3.83,8.94,6.385
d5a7b5d4884e368.pkl,12.468,15.466,13.967
1ae9557385670d75.pkl,4.391,4.743,4.567
1167a07829a90487.pkl,11.261,26.678,18.97
a71b460faff1962.pkl,10.245,5.595,7.92
6a2813ccbdfe3fd2.pkl,1.953,3.189,2.571
55f8441fcf1e23b1.pkl,4.798,21.468,13.133
995b97456e723ca0.pkl,10.628,30.692,20.66
a958995648d059c8.pkl,7.708,39.736,23.722
a3daffab74e7fcd1.pkl,3.97,9.889,6.93
e0ac1bbe104b171e.pkl,25.661,37.99,31.826
2907e7475ed2ad45.pkl,3.954,3.734,3.844
465cc0df41334306.pkl,6.588,7.02,6.804
c3f946df09e515d6.pkl,9.205,31.425,20.315
c82266e8dfdf3989.pkl,11.17,18.48,14.825
563fe8db1bd6d1c.pkl,12.869,21.981,17.425
53ac9caf0a55b12e.pkl,4.943,27.345,16.144
8a819f3d0fc69dd6.pkl,2.755,5.828,4.292
78c5eb00882e01c4.pkl,4.452,0.0,2.226
4c6593218b9e694d.pkl,7.508,7.696,7.602
270cd9b55bc34268.pkl,12.195,25.657,18.926
cd59b96b55787527.pkl,6.591,22.446,14.518
50bfd3d472f24377.pkl,13.448,41.482,27.465
13b47b7b3054f824.pkl,5.278,11.516,8.397
6af391d5b5ea15ce.pkl,7.082,12.534,9.808
953fe4fb2b1a3ca7.pkl,7.999,22.684,15.341
869085126069954e.pkl,2.28,5.704,3.992
5fb258086644251c.pkl,11.962,15.061,13.512
cde096dd3b4ce729.pkl,10.279,23.789,17.034
64211b9f6986f24a.pkl,12.887,30.191,21.539
e4470333dc1ebfe7.pkl,6.042,12.722,9.382
e895050504875898.pkl,9.829,50.372,30.101
c66da32275beea95.pkl,15.066,94.721,54.893
4882aaedb8c2256f.pkl,10.334,47.012,28.673
bd25b5a02781397.pkl,24.588,14.452,19.52
e952eda7947c0ccf.pkl,16.313,43.796,30.055
e9d1a2da2e57029d.pkl,12.001,39.103,25.552
40b80c6c4ca9d245.pkl,15.808,14.546,15.177
4aea29192f2b270b.pkl,4.361,5.995,5.178
b2770bf3a046835.pkl,10.638,25.354,17.996
720e05a1cd969123.pkl,8.423,48.85,28.637
4d16226f3a041427.pkl,4.964,9.751,7.357
fd05c31e9140df62.pkl,13.473,127.105,70.289
89b2f88c71ebf5d3.pkl,8.727,13.763,11.245
9773298fedb5cda7.pkl,7.259,32.866,20.063
4701eea568b79258.pkl,5.633,9.828,7.731
93460287381ab4a.pkl,3.931,5.575,4.753
7a7155cdf3e2b667.pkl,17.914,6.202,12.058
67497a58ebfb5faf.pkl,7.305,6.894,7.1
47d711cbee85bf90.pkl,7.613,9.457,8.535
7f0152799d952bfc.pkl,2.715,9.626,6.171
ba7e2452c3e6e5c7.pkl,17.025,53.047,35.036
ecd0164e3e1b4a31.pkl,13.867,38.291,26.079
a05e918eb77fdcdc.pkl,6.24,24.505,15.373
5073e4f9396feeef.pkl,24.742,15.352,20.047
4713e4f215280cfe.pkl,19.186,38.964,29.075
6ec02f27eacbf3a.pkl,2.213,7.636,4.925
df9b41747488e0a9.pkl,5.763,17.954,11.858
dc17edd1d6607fa4.pkl,12.693,30.081,21.387
a72be8f0946aeda8.pkl,16.516,11.659,14.088
e05d8172f7802263.pkl,11.237,26.236,18.737
6118ed8639c7b4b6.pkl,7.0,25.373,16.187
165795fa8ca6ea01.pkl,10.931,53.063,31.997
790624c4ea0520bd.pkl,14.356,22.679,18.517
a2f5c5409201c170.pkl,20.209,28.044,24.127
c6039f093c60ce79.pkl,9.526,19.38,14.453
3f33c908b7d010fa.pkl,3.039,8.352,5.695
9bdccf4625ed10c6.pkl,2.661,2.847,2.754
4dc855b20711b9d.pkl,2.504,4.105,3.304
a871836fb3442244.pkl,5.717,16.91,11.314
ddaad9bc12a65c49.pkl,10.666,24.259,17.462
e4afc0fb57e11aef.pkl,3.029,8.988,6.008
5b78d13d5c0f2d9d.pkl,3.577,10.169,6.873
d7a607125763928b.pkl,9.859,12.108,10.984
b9e06e9f55c6fda9.pkl,24.312,59.38,41.846
1ad304afd32ea9a6.pkl,4.822,3.964,4.393
35b387ef14863c57.pkl,12.124,54.013,33.069
287417b63e27b5e9.pkl,12.069,10.516,11.292
66df6099437482cc.pkl,11.16,11.432,11.296
7d3b79b2d2b9387f.pkl,5.122,4.058,4.59
f468ddd17707fdb6.pkl,8.782,28.774,18.778
aa5336ef6d92adc4.pkl,5.97,25.027,15.499
2171dcf7f9976ddc.pkl,9.954,17.058,13.506
a3f49e32c6217299.pkl,3.507,19.432,11.47
8af465a6336bcb8d.pkl,12.36,17.957,15.158
274b8c33fe725735.pkl,10.388,24.801,17.594
b4fe1e7b6fd25f1e.pkl,6.817,65.503,36.16
ad97ee337d422519.pkl,4.998,1.694,3.346
4d6ffd8c99b125e1.pkl,4.375,3.326,3.85
e32af2c28c1e061e.pkl,13.008,37.292,25.15
588441e0f9dcc50d.pkl,20.135,64.53,42.333
a8de794962e1dc08.pkl,4.164,4.987,4.575
8ff99afdcb546482.pkl,2.109,1.592,1.851
6e74c53492de9629.pkl,2.182,5.323,3.753
b21e7a29af10ba38.pkl,10.113,28.19,19.152
77e070c8c831da39.pkl,12.356,16.716,14.536
4ea1e4b91575acc8.pkl,3.028,6.275,4.652
9bf10ceeaa2f9126.pkl,2.96,11.964,7.462
a16e11183c175335.pkl,9.924,35.252,22.588
9cb334796441717a.pkl,3.19,1.953,2.571
6c5570e295fd3b0b.pkl,2.793,7.684,5.238
a05bc153841753f5.pkl,11.27,13.42,12.345
eac3636882b9b4ab.pkl,7.497,14.115,10.806
e7c75c92765f3c4a.pkl,8.374,91.24,49.807
bd17111450a1d1d6.pkl,9.756,27.984,18.87
25633883fc354668.pkl,3.586,9.585,6.585
bd0ddf7aee72b014.pkl,4.852,6.895,5.873
a486a8a01a406f67.pkl,7.179,18.513,12.846
449b6c6f9b0128c3.pkl,14.574,42.908,28.741
4216029009c762db.pkl,2.135,9.589,5.862
27437fe3e8f0336e.pkl,14.876,93.003,53.939
cfcc0ef61a476efe.pkl,9.284,16.881,13.083
165485685dd47d6c.pkl,10.309,57.151,33.73
845375a045815794.pkl,10.582,22.28,16.431
1535e91f5f9b88c.pkl,7.754,42.723,25.238
d3a5f08fad6a8863.pkl,8.491,18.696,13.594
d0e594ad24034a8b.pkl,6.219,6.397,6.308
f2c80196d2ec0c69.pkl,13.044,32.873,22.958
eb9b5ef16b4580c.pkl,10.328,60.79,35.559
735aa0af83f8272c.pkl,2.699,20.103,11.401
e1752f19a4491c29.pkl,24.638,29.784,27.211
f462301b0b64ba1b.pkl,8.604,69.101,38.853
9cbf1c496f93aefc.pkl,4.27,10.405,7.337
13c6e7245a4d9bb7.pkl,5.461,0.0,2.731
aac30b67346154f8.pkl,7.491,21.845,14.668
d65708f8c6cf5a62.pkl,10.447,38.129,24.288
45300c49094f1ba8.pkl,11.415,24.577,17.996
48cdc33d676c8b6f.pkl,3.939,9.368,6.654
7a393a6ff3a3f119.pkl,5.665,9.81,7.737
b6a1ea167a04e73d.pkl,14.074,68.28,41.177
2f1928bcf4c6be51.pkl,4.235,10.382,7.309
1d84b37322371d9d.pkl,6.058,8.571,7.314
85e0d48c2df4bcb2.pkl,7.709,67.36,37.535
e99fa1e0a2454bdb.pkl,10.811,46.313,28.562
c30df5eac84efde.pkl,11.034,27.65,19.342
eb50292d5bf18c34.pkl,8.453,50.887,29.67
e0b2595c09dc596b.pkl,14.521,23.487,19.004
35877313ec724530.pkl,1.925,8.177,5.051
d928040ea41f62a9.pkl,9.761,14.157,11.959
d8c7ab5734056007.pkl,10.129,15.415,12.772
4c4a04e427dbf14b.pkl,3.044,11.556,7.3
51233569082e3d2a.pkl,4.001,9.182,6.591
f167b6fa00d1a9da.pkl,12.719,30.613,21.666
a832abb1695aa041.pkl,2.042,10.23,6.136
c3cc7540671b22ee.pkl,17.537,9.683,13.61
1eb6be92eab5ab0a.pkl,4.827,1.547,3.187
6c6f551fa32233bc.pkl,4.474,10.134,7.304
c29e8b12ddfd83ee.pkl,13.387,39.632,26.509
58d5f1b9e6a1a2f7.pkl,13.737,22.795,18.266
a9f9efb4fbb3ccc4.pkl,7.086,6.702,6.894
71a5839797af55f8.pkl,1.841,5.408,3.624
c0b9f2d8114c729e.pkl,10.519,61.657,36.088
86ca88370fe9dd39.pkl,6.981,14.139,10.56
63122104da5839fc.pkl,11.652,12.554,12.103
a913cb94cb97372c.pkl,6.097,10.735,8.416
96c41bc133ff99ef.pkl,7.259,24.472,15.866
1684a55207168a61.pkl,11.399,69.958,40.679
d167047e0eb461b4.pkl,6.14,18.666,12.403
cdb3bb804c208b3b.pkl,11.64,35.498,23.569
8e840232e828cd04.pkl,3.283,5.14,4.212
c6125e45fbdc92e4.pkl,13.037,29.899,21.468
978eb2caf6b6aca1.pkl,6.476,17.088,11.782
569ab348ef8cd6cd.pkl,12.854,43.818,28.336
19f225b77881bfd7.pkl,5.556,4.315,4.936
87b355089e7b8ba8.pkl,11.203,31.654,21.429
48a69f2b597434fa.pkl,12.953,53.762,33.357
468409f8526815ac.pkl,13.512,39.085,26.299
849fb8126cb6bf85.pkl,10.01,40.781,25.396
a383b1082d978b1d.pkl,24.345,37.324,30.835
46fe2d713c194173.pkl,6.984,34.866,20.925
98cf877728550ea3.pkl,7.937,5.665,6.801
6b03358c3655809d.pkl,4.168,4.418,4.293
967e9982741b6224.pkl,14.256,59.14,36.698
abedea5878f14656.pkl,5.364,3.625,4.495
3e2d536251f815b5.pkl,5.436,5.914,5.675
f1d0607eff9d502c.pkl,5.712,10.547,8.129
1e0f63da1def3c3e.pkl,5.857,11.011,8.434
48c2adfbd2535ef0.pkl,17.214,24.469,20.842
765616b2a955c822.pkl,13.574,28.941,21.257
d6fc9498f9ceb4ae.pkl,10.405,31.563,20.984
1b9a347db4a45736.pkl,2.286,7.567,4.927
7a8a02f068f30e71.pkl,4.484,6.273,5.379
7ad013973b76f62f.pkl,6.89,16.646,11.768
2d27d05b5bf235b5.pkl,5.874,1.02,3.447
6a68117ae9c887a8.pkl,4.188,7.407,5.798
b7f2ce25f61e3f8.pkl,10.016,49.63,29.823
1911d079873cdfd3.pkl,5.92,16.226,11.073
15f817e5ab2f2239.pkl,2.067,3.263,2.665
5e7e70c9bc0bf555.pkl,5.209,9.741,7.475
df479641db7ce841.pkl,4.167,10.082,7.124
f6ec5ed9bb5413ef.pkl,9.108,32.653,20.881
6a04fee1a156e541.pkl,2.047,6.886,4.466
239aee49ecca8395.pkl,7.863,16.934,12.398
b7274da1266ebff1.pkl,10.694,48.981,29.838
8ef3a3e14347070d.pkl,4.228,8.103,6.166
ec510004fc36bac5.pkl,16.118,12.921,14.519
993cc9a896216ad.pkl,18.067,62.314,40.19
6a0d7f054a4ed014.pkl,6.718,9.822,8.27
c3740a8b169b071e.pkl,14.59,42.056,28.323
8c1cc515fe04ebd4.pkl,3.141,10.265,6.703
cae289db8b7e86a5.pkl,11.121,15.005,13.063
8f62e2455f49d723.pkl,3.753,15.874,9.813
3321381e88e24d09.pkl,4.414,15.977,10.196
15b96a774513fcab.pkl,2.406,0.011,1.209
85bbe459572abb65.pkl,1.859,3.831,2.845
2ece0b817c810d6e.pkl,5.386,4.11,4.748
c72133f06c6fa392.pkl,6.638,11.593,9.116
1c87dcefedaa5fee.pkl,2.298,13.381,7.84
d71b2aaf79598a37.pkl,14.196,45.956,30.076
f94a878d5ba09acb.pkl,8.975,26.972,17.974
c95a6be384c48be4.pkl,9.032,71.627,40.33
44357354a0e67ef4.pkl,8.44,19.445,13.943
3f08f43530c3e7c0.pkl,2.194,11.882,7.038
6da056f30cbd045f.pkl,3.756,7.3,5.528
94b3617df198cecf.pkl,8.512,31.432,19.972
8797ae26cecaa3e7.pkl,3.547,7.725,5.636
9bca7ec66eb6bc0c.pkl,2.849,12.563,7.706
5849eeb79794bf86.pkl,18.667,99.498,59.083
c1034d5185fd44c0.pkl,11.95,43.835,27.892
ecb14733d6bf9a40.pkl,7.368,5.169,6.268
33985b63ea60f9a4.pkl,11.055,35.314,23.185
d3bd6e7738f4f1a7.pkl,17.806,18.279,18.042
7999fc043ee8cfee.pkl,12.922,25.652,19.287
62f8a7a8a9a1ec1.pkl,9.033,33.83,21.432
647b8fa7ada41845.pkl,4.608,11.038,7.823
f1cadcc8216a0279.pkl,4.98,29.803,17.391
654609edfc44c10a.pkl,13.902,45.532,29.717
92e71c58dd4aa6f3.pkl,10.275,27.378,18.826
afb38f1a7d2bcaee.pkl,22.587,22.04,22.314
537f905bd3974b6.pkl,10.26,74.041,42.151
a57b9372b08a13ff.pkl,8.55,38.495,23.522
29bfbf94f82ed5d1.pkl,2.724,6.855,4.79
8d416fb5004eb381.pkl,1.796,1.614,1.705
5fffd5891965a7f1.pkl,3.213,9.512,6.363
bb8ab7836b56cbb0.pkl,10.777,10.946,10.862
ea218228d49db65a.pkl,4.505,30.224,17.365
ef88a1dfcbd5ccb8.pkl,13.293,75.562,44.427
49463cff92b690db.pkl,3.067,62.596,32.831
6290a891ce17f52b.pkl,8.885,16.867,12.876
6418a6f7317941af.pkl,2.812,4.195,3.503
152552a4b0daf18a.pkl,2.934,17.589,10.262
ab4da7a19beb15d9.pkl,6.967,13.412,10.19
6f27e31aa0bbeef7.pkl,2.222,8.738,5.48
3ed48e2562f13ef1.pkl,3.93,6.765,5.347
7ee5487c7e457f26.pkl,8.595,5.325,6.96
8a11f56b1fef5be0.pkl,3.998,10.022,7.01
2e6843d7aac7ff0.pkl,4.676,4.65,4.663
40a648ddd1f788cc.pkl,11.804,21.291,16.547
750b3be65a4362e7.pkl,6.337,35.251,20.794
136867d5dd008152.pkl,5.991,41.248,23.62
45f128fb213ff6cf.pkl,9.237,10.855,10.046
d55ffb12abb85de2.pkl,10.224,61.978,36.101
73e0730fd6b8b81f.pkl,7.978,33.002,20.49
805543904e088af0.pkl,14.95,21.774,18.362
4f4157a7fbc99d32.pkl,3.147,0.001,1.574
ae18263b741d8828.pkl,4.217,17.839,11.028
56f50bb33beb9798.pkl,4.576,24.729,14.653
34ddf2dc2a650a3.pkl,12.991,32.6,22.795
4b9bd42c805c045a.pkl,3.821,8.069,5.945
458d6f190801db4e.pkl,21.458,23.091,22.275
dd56e0f1ea7dde86.pkl,15.097,43.508,29.302
64da7211f858e9a5.pkl,9.482,30.705,20.093
ac33360c43ba213e.pkl,11.775,33.594,22.685
a67f1d863b62e65f.pkl,10.866,47.955,29.41
bc58d63a58928b14.pkl,6.239,2.635,4.437
b03e82ff03a47844.pkl,8.852,22.12,15.486
21163045678a5ee1.pkl,2.301,14.319,8.31
ca1a36d9e535bd06.pkl,9.883,15.748,12.815
4dad4aa300091a8a.pkl,7.545,18.974,13.259
9b9daeb1ba0fb112.pkl,4.569,5.774,5.171
6d4b7c4fcb767ba1.pkl,3.015,2.208,2.612
7c5bcc9b2e973ecb.pkl,3.94,12.131,8.035
9c17c4ed52944c24.pkl,4.276,11.276,7.776
809af1c692ca7ec1.pkl,8.778,59.943,34.361
6d1c7d1524ad9e92.pkl,1.712,2.94,2.326
2dcac7c9cc1adcba.pkl,3.853,3.702,3.777
c261cfbffeeed56a.pkl,17.925,25.886,21.906
3a86a7f08955e0e7.pkl,6.167,5.625,5.896
ad90dad8376ad2f5.pkl,5.693,9.934,7.813
a14549cfff342ce8.pkl,7.789,18.519,13.154
45525705eaf902c5.pkl,10.422,25.452,17.937
fecffa00e89a3e40.pkl,8.685,28.112,18.399
220f5823f00c0ffa.pkl,13.869,6.064,9.967
3d916a51ab1a7791.pkl,4.773,5.5,5.137
fa14735c85cd740c.pkl,23.039,3.672,13.355
886d48f333318c52.pkl,9.235,23.717,16.476
6e33c1e699795931.pkl,2.898,4.549,3.723
b5b3160981f83282.pkl,12.045,10.905,11.475
1325dbfffb045bd.pkl,1.535,2.995,2.265
cbda0ddeb8983ca4.pkl,13.875,31.601,22.738
274386137fc7156c.pkl,17.95,10.382,14.166
d409f152427a6c15.pkl,6.957,32.258,19.608
12a458a1d99649c2.pkl,2.201,12.408,7.304
88cd957dffef2241.pkl,4.771,3.112,3.941
b701c337ce1a9b34.pkl,11.94,34.737,23.338
5c1f8d26c481e36d.pkl,2.453,0.836,1.645
94c043f87e818326.pkl,14.456,178.555,96.505
103ab04b92b30051.pkl,6.017,8.008,7.013
a7b9a751a2a8bbb8.pkl,3.533,11.347,7.44
6f4bde6754701fc8.pkl,2.311,1.228,1.769
1a01176ef4830499.pkl,7.626,3.29,5.458
19a0f750658c2396.pkl,5.071,8.459,6.765
5e3df57f3d1c809a.pkl,2.261,4.996,3.628
856077e863181fe1.pkl,6.806,17.789,12.297
d36b17203ed62fb5.pkl,13.96,22.954,18.457
f89b062a5b425af9.pkl,6.637,15.087,10.862
f58aa948ea2c2ed5.pkl,16.275,26.937,21.606
94e660f756ad460d.pkl,3.499,10.913,7.206
c0cda6b4959ed460.pkl,8.497,10.795,9.646
3dcd956cb7d6828e.pkl,4.032,11.889,7.96
b1edfb357f7b5df0.pkl,7.116,51.765,29.44
e65e5ca8d7c2a3d4.pkl,11.654,20.664,16.159
187c59c8fabc880.pkl,15.138,45.707,30.422
dac481c7340cce9a.pkl,10.664,24.492,17.578
7d5c031978c2b9c8.pkl,5.955,8.443,7.199
d86daa20b0c994db.pkl,6.571,37.624,22.097
7ed32da56ef5acee.pkl,10.225,12.829,11.527
d16ac93ee5708827.pkl,3.4,5.763,4.582
746d71455fbad43a.pkl,8.973,44.769,26.871
2b39925337ed570c.pkl,4.644,9.91,7.277
3adaad73debd0255.pkl,5.5,14.336,9.918
24169c9def17280e.pkl,9.101,21.35,15.226
71dd5546538a7f16.pkl,2.657,5.339,3.998
a1c7fc1f821d0edc.pkl,7.652,18.927,13.29
a5a2d4a40ba7809b.pkl,5.208,17.091,11.15
5be112c2577632fc.pkl,2.856,16.271,9.564
85e77974c2835738.pkl,10.588,16.167,13.377
fd2e62f9faa8c393.pkl,4.465,6.41,5.438
292de6c661b792fa.pkl,7.223,27.313,17.268
55f9f0a3aa91682f.pkl,19.338,36.613,27.975
42dfaf1dfb749a31.pkl,10.025,28.356,19.191
1d277306f9e0a688.pkl,2.377,7.699,5.038
76bcd8af1ce2478f.pkl,13.131,32.022,22.577
ae95a789c8e6497b.pkl,10.077,42.8,26.438
78baa901112e1929.pkl,11.309,35.129,23.219
9d2a1bda145b7768.pkl,4.946,12.441,8.693
ca386af871759c6f.pkl,10.092,39.499,24.796
61bdece172d21291.pkl,9.882,26.587,18.235
ba908a54d646b63c.pkl,12.663,54.813,33.738
537f8a0baf96f1bb.pkl,25.011,52.728,38.869
b67269c60f61dd6b.pkl,6.939,11.508,9.224
47ab8ab60ea93d5e.pkl,5.793,15.737,10.765
dd37a2765d762bd1.pkl,8.786,41.384,25.085
48501ccef7848040.pkl,8.693,14.615,11.654
bfdfffbced6836fb.pkl,7.427,26.822,17.124
7b3250bef1bac77.pkl,2.719,7.381,5.05
b36d2a69004fad0e.pkl,17.327,56.357,36.842
40a5f3ae5311d2d.pkl,6.816,12.022,9.419
e2365ffaff9f54ea.pkl,6.033,40.171,23.102
df1a4444b5d08df4.pkl,4.084,5.723,4.903
9577ae1dcd115134.pkl,7.719,18.203,12.961
22e75441760df3f2.pkl,4.231,5.66,4.945
